# MEAN_SAMPLE_SIZE = 77173
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:meissner_n...6         SET      21      0.01724   0.00057571      0.18271      0.46241 Curated_gene_sets:meissner_npc_icp_with_h3_unmethylated
Curated_gene_sets:meissner_b...2         SET     253     0.037295    0.0042961     0.056124      0.25319 Curated_gene_sets:meissner_brain_hcp_with_h3k27me3
Curated_gene_sets:meissner_b...6         SET      29    -0.039317   -0.0015426      0.14421      0.60743 Curated_gene_sets:meissner_brain_icp_with_h3k4me3
Curated_gene_sets:meissner_b...5         SET    1038    0.0075278    0.0017189      0.02873      0.39665 Curated_gene_sets:meissner_brain_hcp_with_h3k4me3_and_h3k27me3
Curated_gene_sets:meissner_b...1         SET      35     -0.29429    -0.012682      0.13281      0.98664 Curated_gene_sets:meissner_brain_hcp_with_h3_unmethylated
Curated_gene_sets:tavazoie_m...          SET      90     -0.05153   -0.0035558     0.089518      0.71757 Curated_gene_sets:tavazoie_metastasis
Curated_gene_sets:wendt_cohe...          SET      33    0.0014942   6.2532e-05      0.15235      0.49609 Curated_gene_sets:wendt_cohesin_targets_up
Curated_gene_sets:ferrando_h...          SET      22     -0.17731   -0.0060604      0.16965      0.85202 Curated_gene_sets:ferrando_hox11_neighbors
Curated_gene_sets:cheok_resp...4         SET       5      0.31102    0.0050702      0.36401      0.19644 Curated_gene_sets:cheok_response_to_mercaptopurine_and_hd_mtx_up
Curated_gene_sets:cheok_resp...3         SET      25     0.072437     0.002639      0.16267      0.32806 Curated_gene_sets:cheok_response_to_mercaptopurine_and_hd_mtx_dn
Curated_gene_sets:zhan_early...2         SET       6     -0.77887    -0.013908      0.38638      0.97808 Curated_gene_sets:zhan_early_differentiation_genes_up
Curated_gene_sets:zhan_early...1         SET      41    -0.070049   -0.0032668      0.13336       0.7003 Curated_gene_sets:zhan_early_differentiation_genes_dn
Curated_gene_sets:mili_pseud...1         SET      43    -0.021777     -0.00104      0.12591      0.56866 Curated_gene_sets:mili_pseudopodia
Curated_gene_sets:mili_pseud...3         SET      74      -0.0477    -0.002986     0.095723      0.69087 Curated_gene_sets:mili_pseudopodia_chemotaxis_up
Curated_gene_sets:mili_pseud...2         SET     404    -0.012373   -0.0017937     0.039647      0.62251 Curated_gene_sets:mili_pseudopodia_chemotaxis_dn
Curated_gene_sets:mili_pseud...5         SET     469     0.035212    0.0054904     0.038281      0.17884 Curated_gene_sets:mili_pseudopodia_haptotaxis_up
Curated_gene_sets:mili_pseud...4         SET     645    0.0020109   0.00036592     0.032114      0.47504 Curated_gene_sets:mili_pseudopodia_haptotaxis_dn
Curated_gene_sets:liu_vav3_p...2         SET      85    0.0021717   0.00014566     0.094013      0.49079 Curated_gene_sets:liu_vav3_prostate_carcinogenesis_up
Curated_gene_sets:liu_vav3_p...1         SET      16      0.33799    0.0098533      0.20317     0.048107 Curated_gene_sets:liu_vav3_prostate_carcinogenesis_dn
Curated_gene_sets:croonquist...2         SET      17      0.02026   0.00060879       0.2203      0.46336 Curated_gene_sets:croonquist_il6_deprivation_up
Curated_gene_sets:croonquist...1         SET      94    0.0048967   0.00034529     0.080161      0.47565 Curated_gene_sets:croonquist_il6_deprivation_dn
Curated_gene_sets:croonquist...8         SET      50     0.090235    0.0046461      0.12344      0.23239 Curated_gene_sets:croonquist_stromal_stimulation_up
Curated_gene_sets:croonquist...7         SET      11     -0.19655   -0.0047518      0.19297      0.84578 Curated_gene_sets:croonquist_stromal_stimulation_dn
Curated_gene_sets:croonquist...4         SET      33     -0.30033    -0.012568      0.14112      0.98333 Curated_gene_sets:croonquist_nras_signaling_up
Curated_gene_sets:croonquist...3         SET      70    0.0090324   0.00054998      0.09419       0.4618 Curated_gene_sets:croonquist_nras_signaling_dn
Curated_gene_sets:croonquist...6         SET      37    -0.046086    -0.002042      0.12673      0.64194 Curated_gene_sets:croonquist_nras_vs_stromal_stimulation_up
Curated_gene_sets:croonquist...5         SET      93   -0.0053974  -0.00037858     0.083322      0.52582 Curated_gene_sets:croonquist_nras_vs_stromal_stimulation_dn
Curated_gene_sets:iritani_ma...2         SET      12    -0.070275   -0.0017744      0.25198      0.60983 Curated_gene_sets:iritani_mad1_targets_up
Curated_gene_sets:iritani_ma...1         SET      38     0.022019   0.00098866      0.12137      0.42802 Curated_gene_sets:iritani_mad1_targets_dn
Curated_gene_sets:zhan_late_...2         SET      28    -0.082809   -0.0031925      0.14063      0.72202 Curated_gene_sets:zhan_late_differentiation_genes_up
Curated_gene_sets:zhan_late_...1         SET      16     -0.23441   -0.0068336      0.23045      0.84546 Curated_gene_sets:zhan_late_differentiation_genes_dn
Curated_gene_sets:zhan_varia...2         SET      17    -0.037566   -0.0011288      0.18359      0.58106 Curated_gene_sets:zhan_variable_early_differentiation_genes_up
Curated_gene_sets:zhan_varia...1         SET      29     0.082029    0.0032184      0.13873      0.27717 Curated_gene_sets:zhan_variable_early_differentiation_genes_dn
Curated_gene_sets:zhan_v1_la...2         SET      31      0.11917    0.0048339      0.15101      0.21502 Curated_gene_sets:zhan_v1_late_differentiation_genes_up
Curated_gene_sets:zhan_v1_la...1         SET      14     0.035068   0.00095635      0.20537      0.43221 Curated_gene_sets:zhan_v1_late_differentiation_genes_dn
Curated_gene_sets:ishida_e2f...          SET      50    -0.020345   -0.0010476       0.1093      0.57383 Curated_gene_sets:ishida_e2f_targets
Curated_gene_sets:valk_aml_c...1         SET      27    -0.029016   -0.0010985      0.17517      0.56578 Curated_gene_sets:valk_aml_cluster_1
Curated_gene_sets:valk_aml_c...8         SET      27     -0.25265   -0.0095651      0.17337      0.92747 Curated_gene_sets:valk_aml_cluster_2
Curated_gene_sets:valk_aml_c...9         SET      30     -0.28842    -0.011509      0.15601      0.96775 Curated_gene_sets:valk_aml_cluster_3
Curated_gene_sets:valk_aml_c...10        SET      26     -0.12997   -0.0048288      0.17491      0.77128 Curated_gene_sets:valk_aml_cluster_4
Curated_gene_sets:valk_aml_c...11        SET      29      0.23959    0.0094003      0.16412     0.072175 Curated_gene_sets:valk_aml_cluster_5
Curated_gene_sets:valk_aml_c...12        SET      32    -0.016004  -0.00065955      0.16893      0.53774 Curated_gene_sets:valk_aml_cluster_6
Curated_gene_sets:valk_aml_c...13        SET      25      0.28203     0.010275      0.17941     0.057985 Curated_gene_sets:valk_aml_cluster_7
Curated_gene_sets:valk_aml_c...14        SET      23    -0.087583   -0.0030607       0.1814      0.68538 Curated_gene_sets:valk_aml_cluster_8
Curated_gene_sets:valk_aml_c...15        SET      32     0.038615    0.0015914      0.15844      0.40373 Curated_gene_sets:valk_aml_cluster_9
Curated_gene_sets:valk_aml_c...2         SET      29   -0.0029883  -0.00011724      0.15404      0.50774 Curated_gene_sets:valk_aml_cluster_10
Curated_gene_sets:valk_aml_c...3         SET      37   -0.0028197  -0.00012493      0.14592      0.50771 Curated_gene_sets:valk_aml_cluster_11
Curated_gene_sets:valk_aml_c...4         SET      24     -0.02246  -0.00080176      0.15528       0.5575 Curated_gene_sets:valk_aml_cluster_12
Curated_gene_sets:valk_aml_c...5         SET      31     -0.10016   -0.0040629      0.16158      0.73234 Curated_gene_sets:valk_aml_cluster_13
Curated_gene_sets:valk_aml_c...6         SET      29     -0.09982   -0.0039164      0.16141      0.73185 Curated_gene_sets:valk_aml_cluster_15
Curated_gene_sets:valk_aml_c...7         SET      25      0.13518    0.0049248      0.16197      0.20199 Curated_gene_sets:valk_aml_cluster_16
Curated_gene_sets:valk_aml_w...5         SET       4     -0.62764   -0.0091517      0.50918      0.89114 Curated_gene_sets:valk_aml_with_t_8_21_translocation
Curated_gene_sets:valk_aml_w...1         SET      18     0.062991    0.0019477      0.20401      0.37875 Curated_gene_sets:valk_aml_with_11q23_rearranged
Curated_gene_sets:valk_aml_w...3         SET      23     0.056813    0.0019854      0.19261      0.38401 Curated_gene_sets:valk_aml_with_evi1
Curated_gene_sets:valk_aml_w...2         SET      33    -0.055484   -0.0023219      0.15697      0.63813 Curated_gene_sets:valk_aml_with_cebpa
Curated_gene_sets:valk_aml_w...4         SET      37     -0.51752     -0.02293      0.14204      0.99987 Curated_gene_sets:valk_aml_with_flt3_itd
Curated_gene_sets:jison_sick...2         SET     171    -0.044537   -0.0042271       0.0642      0.75606 Curated_gene_sets:jison_sickle_cell_disease_up
Curated_gene_sets:jison_sick...1         SET     170      0.11009     0.010419     0.061206     0.036043 Curated_gene_sets:jison_sickle_cell_disease_dn
Curated_gene_sets:poola_inva...2         SET     263  -0.00036989  -4.3431e-05     0.052243      0.50282 Curated_gene_sets:poola_invasive_breast_cancer_up
Curated_gene_sets:poola_inva...1         SET     127     0.052418    0.0042926     0.073482      0.23782 Curated_gene_sets:poola_invasive_breast_cancer_dn
Curated_gene_sets:ding_lung_...4         SET       6     -0.11145   -0.0019902      0.32144       0.6356 Curated_gene_sets:ding_lung_cancer_mutated_recurrently
Curated_gene_sets:ding_lung_...1         SET      20     0.073463    0.0023942      0.19906      0.35605 Curated_gene_sets:ding_lung_cancer_by_mutation_rate
Curated_gene_sets:tcga_gliob...3         SET       8      0.17791    0.0036682       0.3001      0.27665 Curated_gene_sets:tcga_glioblastoma_mutated
Curated_gene_sets:chen_liver...          SET      93      0.10798    0.0075739     0.089413       0.1136 Curated_gene_sets:chen_liver_metabolism_qtl_cis
Curated_gene_sets:boyault_li...6         SET     114     0.026459    0.0020536     0.079961      0.37036 Curated_gene_sets:boyault_liver_cancer_subclass_g1_up
Curated_gene_sets:boyault_li...5         SET      39     0.044102    0.0020061      0.12727      0.36448 Curated_gene_sets:boyault_liver_cancer_subclass_g1_dn
Curated_gene_sets:boyault_li...7         SET      27     -0.25284   -0.0095723      0.17155      0.92973 Curated_gene_sets:boyault_liver_cancer_subclass_g2
Curated_gene_sets:boyault_li...11        SET     184   -0.0072457  -0.00071312     0.061439      0.54694 Curated_gene_sets:boyault_liver_cancer_subclass_g3_up
Curated_gene_sets:boyault_li...10        SET      51    -0.013822  -0.00071875      0.11121      0.54945 Curated_gene_sets:boyault_liver_cancer_subclass_g3_dn
Curated_gene_sets:boyault_li...14        SET      27    -0.022795  -0.00086301      0.17475      0.55189 Curated_gene_sets:boyault_liver_cancer_subclass_g5_dn
Curated_gene_sets:boyault_li...16        SET      64     0.045494    0.0026491     0.099282       0.3234 Curated_gene_sets:boyault_liver_cancer_subclass_g6_up
Curated_gene_sets:boyault_li...15        SET      19    -0.056923   -0.0018082       0.1937      0.61557 Curated_gene_sets:boyault_liver_cancer_subclass_g6_dn
Curated_gene_sets:boyault_li...4         SET      39     0.074759    0.0034006      0.12418      0.27358 Curated_gene_sets:boyault_liver_cancer_subclass_g12_up
Curated_gene_sets:boyault_li...3         SET      15      -0.2729   -0.0077033      0.21425      0.89862 Curated_gene_sets:boyault_liver_cancer_subclass_g12_dn
Curated_gene_sets:boyault_li...9         SET      50     -0.30321    -0.015612      0.10111      0.99864 Curated_gene_sets:boyault_liver_cancer_subclass_g23_up
Curated_gene_sets:boyault_li...8         SET      10      0.26521    0.0061133      0.23724      0.13181 Curated_gene_sets:boyault_liver_cancer_subclass_g23_dn
Curated_gene_sets:boyault_li...13        SET      11     -0.10601   -0.0025629      0.30901      0.63423 Curated_gene_sets:boyault_liver_cancer_subclass_g56_up
Curated_gene_sets:boyault_li...12        SET      17     -0.31552    -0.009481      0.21278      0.93093 Curated_gene_sets:boyault_liver_cancer_subclass_g56_dn
Curated_gene_sets:boyault_li...2         SET      43      0.13735    0.0065597      0.11915      0.12451 Curated_gene_sets:boyault_liver_cancer_subclass_g123_up
Curated_gene_sets:boyault_li...1         SET      47     0.091812    0.0045837      0.11339      0.20905 Curated_gene_sets:boyault_liver_cancer_subclass_g123_dn
Curated_gene_sets:chiang_liv...2         SET     164   -0.0020425  -0.00018989     0.066933      0.51217 Curated_gene_sets:chiang_liver_cancer_subclass_ctnnb1_up
Curated_gene_sets:chiang_liv...1         SET     158    -0.038982   -0.0035577     0.068657       0.7149 Curated_gene_sets:chiang_liver_cancer_subclass_ctnnb1_dn
Curated_gene_sets:chiang_liv...8         SET     168    -0.096424   -0.0090719     0.062974      0.93713 Curated_gene_sets:chiang_liver_cancer_subclass_proliferation_up
Curated_gene_sets:chiang_liv...7         SET     167    -0.027001   -0.0025329     0.062772      0.66646 Curated_gene_sets:chiang_liver_cancer_subclass_proliferation_dn
Curated_gene_sets:chiang_liv...4         SET      23    0.0088491   0.00030924      0.18722      0.48115 Curated_gene_sets:chiang_liver_cancer_subclass_interferon_up
Curated_gene_sets:chiang_liv...3         SET      49    -0.010394  -0.00052978       0.1135      0.53648 Curated_gene_sets:chiang_liver_cancer_subclass_interferon_dn
Curated_gene_sets:chiang_liv...6         SET      70     0.037779    0.0023003      0.10717      0.36223 Curated_gene_sets:chiang_liver_cancer_subclass_polysomy7_up
Curated_gene_sets:chiang_liv...5         SET      25    -0.079358   -0.0028912      0.19532      0.65773 Curated_gene_sets:chiang_liver_cancer_subclass_polysomy7_dn
Curated_gene_sets:chiang_liv...10        SET      84    0.0048826   0.00032555     0.098942      0.48032 Curated_gene_sets:chiang_liver_cancer_subclass_unannotated_up
Curated_gene_sets:chiang_liv...9         SET     177      0.10797     0.010425     0.061291     0.039074 Curated_gene_sets:chiang_liver_cancer_subclass_unannotated_dn
Curated_gene_sets:coulouarn_...2         SET     107      0.10147    0.0076309     0.076789       0.0932 Curated_gene_sets:coulouarn_temporal_tgfb1_signature_up
Curated_gene_sets:coulouarn_...1         SET     132     -0.13918    -0.011618     0.069249      0.97777 Curated_gene_sets:coulouarn_temporal_tgfb1_signature_dn
Curated_gene_sets:hoshida_li...2         SET      58      0.11683    0.0064774      0.11151       0.1474 Curated_gene_sets:hoshida_liver_cancer_late_recurrence_up
Curated_gene_sets:hoshida_li...1         SET      66    -0.087653    -0.005183      0.10361      0.80122 Curated_gene_sets:hoshida_liver_cancer_late_recurrence_dn
Curated_gene_sets:hoshida_li...7         SET      73     -0.11846   -0.0073651      0.10408      0.87246 Curated_gene_sets:hoshida_liver_cancer_survival_up
Curated_gene_sets:hoshida_li...6         SET     105     0.058887    0.0043874     0.076838      0.22173 Curated_gene_sets:hoshida_liver_cancer_survival_dn
Curated_gene_sets:kaposi_liv...2         SET      18     -0.10633   -0.0032878       0.1845       0.7178 Curated_gene_sets:kaposi_liver_cancer_met_up
Curated_gene_sets:kaposi_liv...1         SET       5     -0.14061   -0.0022922      0.43905      0.62561 Curated_gene_sets:kaposi_liver_cancer_met_dn
Curated_gene_sets:yamashita_...4         SET      49     -0.12704   -0.0064754      0.11248      0.87064 Curated_gene_sets:yamashita_liver_cancer_with_epcam_up
Curated_gene_sets:yamashita_...3         SET      16     -0.19204   -0.0055985      0.17785      0.85987 Curated_gene_sets:yamashita_liver_cancer_with_epcam_dn
Curated_gene_sets:yamashita_...2         SET      46      0.09846    0.0048631      0.13048      0.22524 Curated_gene_sets:yamashita_liver_cancer_stem_cell_up
Curated_gene_sets:yamashita_...1         SET      73    -0.035445   -0.0022038     0.099729      0.63886 Curated_gene_sets:yamashita_liver_cancer_stem_cell_dn
Curated_gene_sets:lee_liver_...9         SET      15    -0.029691  -0.00083811      0.26085      0.54531 Curated_gene_sets:lee_liver_cancer_hepatoblast
