# MEAN_SAMPLE_SIZE = 64163
# TOTAL_GENES = 18811
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:soucek_myc...          SET      10     -0.16912   -0.0038984      0.29014      0.72001 Curated_gene_sets:soucek_myc_targets
Curated_gene_sets:seki_infla...2         SET      73     0.041636    0.0025887      0.10282      0.34277 Curated_gene_sets:seki_inflammatory_response_lps_up
Curated_gene_sets:seki_infla...1         SET      22      0.23529    0.0080422      0.17541     0.089906 Curated_gene_sets:seki_inflammatory_response_lps_dn
Curated_gene_sets:ray_alzhei...          SET      16    -0.061416   -0.0017905      0.23216      0.60432 Curated_gene_sets:ray_alzheimers_disease
Curated_gene_sets:hunsberger...          SET      27       -0.109   -0.0041266       0.1785      0.72927 Curated_gene_sets:hunsberger_exercise_regulated_genes
Curated_gene_sets:piontek_pk...2         SET      35     -0.24424    -0.010526      0.15093      0.94719 Curated_gene_sets:piontek_pkd1_targets_up
Curated_gene_sets:piontek_pk...1         SET      12     0.047376    0.0011962       0.2103      0.41088 Curated_gene_sets:piontek_pkd1_targets_dn
Curated_gene_sets:chauhan_re...2         SET      46   0.00049929   2.4661e-05      0.10941      0.49818 Curated_gene_sets:chauhan_response_to_methoxyestradiol_up
Curated_gene_sets:chauhan_re...1         SET      94     0.038083    0.0026854     0.085295      0.32763 Curated_gene_sets:chauhan_response_to_methoxyestradiol_dn
Curated_gene_sets:frasor_res...4         SET      22     0.054793    0.0018728      0.18425      0.38309 Curated_gene_sets:frasor_response_to_serm_or_fulvestrant_up
Curated_gene_sets:frasor_res...3         SET      50      0.25965     0.013369      0.11722     0.013385 Curated_gene_sets:frasor_response_to_serm_or_fulvestrant_dn
Curated_gene_sets:goldrath_a...          SET     333    -0.079908    -0.010537     0.045671       0.9599 Curated_gene_sets:goldrath_antigen_response
Curated_gene_sets:ichiba_gra...4         SET     108     -0.12752   -0.0096349     0.085636      0.93176 Curated_gene_sets:ichiba_graft_versus_host_disease_d7_up
Curated_gene_sets:ichiba_gra...3         SET      40    -0.018722  -0.00086243      0.13554      0.55493 Curated_gene_sets:ichiba_graft_versus_host_disease_d7_dn
Curated_gene_sets:ichiba_gra...2         SET     130     -0.15565    -0.012895      0.07452      0.98162 Curated_gene_sets:ichiba_graft_versus_host_disease_35d_up
Curated_gene_sets:ichiba_gra...1         SET      54     0.029109    0.0015574      0.12084      0.40482 Curated_gene_sets:ichiba_graft_versus_host_disease_35d_dn
Curated_gene_sets:lindstedt_...1         SET      61     -0.17836    -0.010141      0.10657      0.95288 Curated_gene_sets:lindstedt_dendritic_cell_maturation_a
Curated_gene_sets:lindstedt_...2         SET      45     0.041323    0.0020187       0.1357      0.38037 Curated_gene_sets:lindstedt_dendritic_cell_maturation_b
Curated_gene_sets:lindstedt_...3         SET      62     0.074544    0.0042726      0.11693       0.2619 Curated_gene_sets:lindstedt_dendritic_cell_maturation_c
Curated_gene_sets:lindstedt_...4         SET      61    -0.034351    -0.001953      0.12036      0.61233 Curated_gene_sets:lindstedt_dendritic_cell_maturation_d
Curated_gene_sets:marshall_v...2         SET       9      0.17225    0.0037668      0.34554      0.30907 Curated_gene_sets:marshall_viral_infection_response_up
Curated_gene_sets:marshall_v...1         SET      28      0.13577    0.0052342      0.16184      0.20077 Curated_gene_sets:marshall_viral_infection_response_dn
Curated_gene_sets:martinelli...2         SET       9     -0.55971     -0.01224      0.30426      0.96708 Curated_gene_sets:martinelli_immature_neutrophil_up
Curated_gene_sets:martinelli...1         SET      13     -0.29633   -0.0077877      0.23211      0.89914 Curated_gene_sets:martinelli_immature_neutrophil_dn
Curated_gene_sets:nick_respo...          SET      24      0.10634    0.0037961      0.17237      0.26864 Curated_gene_sets:nick_response_to_proc_treatment_dn
Curated_gene_sets:nutt_gbm_v...2         SET      42     -0.01738  -0.00082035      0.13492      0.55125 Curated_gene_sets:nutt_gbm_vs_ao_glioma_up
Curated_gene_sets:nutt_gbm_v...1         SET      45      0.08481    0.0041433      0.11778      0.23574 Curated_gene_sets:nutt_gbm_vs_ao_glioma_dn
Curated_gene_sets:park_apl_p...2         SET      14     0.024435   0.00066637      0.25179      0.46135 Curated_gene_sets:park_apl_pathogenesis_up
Curated_gene_sets:park_apl_p...1         SET      47     0.086557    0.0043213      0.13307      0.25771 Curated_gene_sets:park_apl_pathogenesis_dn
Curated_gene_sets:park_treti...1         SET      12     -0.35225   -0.0088942      0.28961      0.88805 Curated_gene_sets:park_tretinoin_response
Curated_gene_sets:park_treti...2         SET      30     -0.26763     -0.01068       0.1744      0.93754 Curated_gene_sets:park_tretinoin_response_and_pml_rara_fusion
Curated_gene_sets:park_treti...3         SET      23      0.18318    0.0064016      0.19255      0.17073 Curated_gene_sets:park_tretinoin_response_and_rara_plzf_fusion
Curated_gene_sets:zhang_inte...          SET      22     0.096987    0.0033149      0.20988      0.32201 Curated_gene_sets:zhang_interferon_response
Curated_gene_sets:wu_alzheim...2         SET      10     -0.05785   -0.0013335      0.30337      0.57561 Curated_gene_sets:wu_alzheimer_disease_up
Curated_gene_sets:wu_alzheim...1         SET      16    -0.015018  -0.00043781      0.20624      0.52902 Curated_gene_sets:wu_alzheimer_disease_dn
Curated_gene_sets:mizukami_h...2         SET      12     -0.11314   -0.0028569      0.24071      0.68084 Curated_gene_sets:mizukami_hypoxia_up
Curated_gene_sets:mizukami_h...1         SET       6     -0.42749   -0.0076338      0.29655      0.92527 Curated_gene_sets:mizukami_hypoxia_dn
Curated_gene_sets:yoshimura_...2         SET    1128    0.0032334    0.0007677     0.026893      0.45215 Curated_gene_sets:yoshimura_mapk8_targets_up
Curated_gene_sets:yoshimura_...1         SET     335    0.0094846    0.0012544     0.046528      0.41924 Curated_gene_sets:yoshimura_mapk8_targets_dn
Curated_gene_sets:wunder_inf...2         SET      60    -0.077426   -0.0043659      0.11605      0.74767 Curated_gene_sets:wunder_inflammatory_response_and_cholesterol_up
Curated_gene_sets:wunder_inf...1         SET       9     -0.19568   -0.0042793      0.24559      0.78721 Curated_gene_sets:wunder_inflammatory_response_and_cholesterol_dn
Curated_gene_sets:ray_target...2         SET      13     -0.55785     -0.01466      0.24071      0.98976 Curated_gene_sets:ray_targets_of_p210_bcr_abl_fusion_up
Curated_gene_sets:ray_target...1         SET      15     -0.34376   -0.0097037      0.23724      0.92632 Curated_gene_sets:ray_targets_of_p210_bcr_abl_fusion_dn
Curated_gene_sets:ruiz_tnc_t...2         SET     150    -0.094872   -0.0084382      0.07555      0.89539 Curated_gene_sets:ruiz_tnc_targets_up
Curated_gene_sets:ruiz_tnc_t...1         SET     138     -0.01645   -0.0014039     0.072353      0.58993 Curated_gene_sets:ruiz_tnc_targets_dn
Curated_gene_sets:rutella_re...2         SET     319    -0.079912    -0.010318     0.047997      0.95203 Curated_gene_sets:rutella_response_to_csf2rb_and_il4_up
Curated_gene_sets:rutella_re...1         SET     308    -0.031848   -0.0040418     0.049748      0.73897 Curated_gene_sets:rutella_response_to_csf2rb_and_il4_dn
Curated_gene_sets:rutella_re...4         SET     400    -0.082821    -0.011948     0.043556      0.97137 Curated_gene_sets:rutella_response_to_hgf_up
Curated_gene_sets:rutella_re...3         SET     227    -0.012724   -0.0013893     0.057095      0.58817 Curated_gene_sets:rutella_response_to_hgf_dn
Curated_gene_sets:rutella_re...6         SET     396    -0.078706    -0.011299      0.04399       0.9632 Curated_gene_sets:rutella_response_to_hgf_vs_csf2rb_and_il4_up
Curated_gene_sets:rutella_re...5         SET     231    -0.022117   -0.0024359     0.056676      0.65182 Curated_gene_sets:rutella_response_to_hgf_vs_csf2rb_and_il4_dn
Curated_gene_sets:schraets_m...2         SET      27      0.13751    0.0052061       0.1727      0.21296 Curated_gene_sets:schraets_mll_targets_up
Curated_gene_sets:schraets_m...1         SET      32     -0.14186   -0.0058463      0.17008      0.79788 Curated_gene_sets:schraets_mll_targets_dn
Curated_gene_sets:mueller_co...2         SET      13     -0.22594   -0.0059378      0.21721      0.85087 Curated_gene_sets:mueller_common_targets_of_aml_fusions_up
Curated_gene_sets:mueller_co...1         SET      30    -0.066355   -0.0026479      0.16451      0.65665 Curated_gene_sets:mueller_common_targets_of_aml_fusions_dn
Curated_gene_sets:ross_leuke...          SET      77    -0.084777    -0.005413      0.09557      0.81247 Curated_gene_sets:ross_leukemia_with_mll_fusions
Curated_gene_sets:vanasse_bc...2         SET      30      0.22186    0.0088532      0.17452      0.10183 Curated_gene_sets:vanasse_bcl2_targets_up
Curated_gene_sets:vanasse_bc...1         SET      57      -0.1113   -0.0061178      0.11204      0.83974 Curated_gene_sets:vanasse_bcl2_targets_dn
Curated_gene_sets:vantveer_b...4         SET     203    -0.030409    -0.003142     0.059584       0.6951 Curated_gene_sets:vantveer_breast_cancer_esr1_up
Curated_gene_sets:vantveer_b...3         SET     260    -0.013132   -0.0015333     0.054537      0.59514 Curated_gene_sets:vantveer_breast_cancer_esr1_dn
Curated_gene_sets:vantveer_b...2         SET      38     -0.19811   -0.0088952      0.13368      0.93081 Curated_gene_sets:vantveer_breast_cancer_brca1_up
Curated_gene_sets:vantveer_b...1         SET      47    -0.067335   -0.0033616       0.1239      0.70659 Curated_gene_sets:vantveer_breast_cancer_brca1_dn
Curated_gene_sets:wallace_ja...          SET      21       0.2483    0.0082918      0.17889     0.082573 Curated_gene_sets:wallace_jak2_targets_up
Curated_gene_sets:aguirre_pa...2         SET     290     0.038239    0.0047113     0.052845      0.23466 Curated_gene_sets:aguirre_pancreatic_cancer_copy_number_up
Curated_gene_sets:aguirre_pa...1         SET     230     0.014247    0.0015658     0.059641       0.4056 Curated_gene_sets:aguirre_pancreatic_cancer_copy_number_dn
Curated_gene_sets:sweet_lung...2         SET     433    -0.041634   -0.0062436     0.040685      0.84692 Curated_gene_sets:sweet_lung_cancer_kras_up
Curated_gene_sets:sweet_lung...1         SET     398     0.077854     0.011204     0.046771     0.048009 Curated_gene_sets:sweet_lung_cancer_kras_dn
Curated_gene_sets:sweet_kras...1         SET      87    -0.042498   -0.0028836     0.084967      0.69152 Curated_gene_sets:sweet_kras_oncogenic_signature
Curated_gene_sets:hinata_nfk...3         SET      84      0.04289    0.0028598      0.09639      0.32818 Curated_gene_sets:hinata_nfkb_targets_keratinocyte_up
Curated_gene_sets:hinata_nfk...2         SET      22    0.0098894   0.00033801      0.19074      0.47932 Curated_gene_sets:hinata_nfkb_targets_keratinocyte_dn
Curated_gene_sets:hinata_nfk...1         SET      80    -0.052375   -0.0034084      0.10007      0.69965 Curated_gene_sets:hinata_nfkb_targets_fibroblast_up
Curated_gene_sets:hoffmann_p...2         SET      27    -0.097758   -0.0037011      0.16529      0.72287 Curated_gene_sets:hoffmann_pre_bi_to_large_pre_bii_lymphocyte_up
Curated_gene_sets:hoffmann_p...1         SET      68      0.10503    0.0063035      0.10277      0.15341 Curated_gene_sets:hoffmann_pre_bi_to_large_pre_bii_lymphocyte_dn
Curated_gene_sets:hoffmann_l...2         SET     147      0.02262    0.0019918     0.067513       0.3688 Curated_gene_sets:hoffmann_large_to_small_pre_bii_lymphocyte_up
Curated_gene_sets:hoffmann_l...1         SET      62    -0.023758   -0.0013618      0.10796      0.58709 Curated_gene_sets:hoffmann_large_to_small_pre_bii_lymphocyte_dn
Curated_gene_sets:hoffmann_s...2         SET      55      0.20343     0.010984      0.11227     0.035006 Curated_gene_sets:hoffmann_small_pre_bii_to_immature_b_lymphocyte_up
Curated_gene_sets:hoffmann_s...1         SET      35      0.18562    0.0079994      0.13921     0.091214 Curated_gene_sets:hoffmann_small_pre_bii_to_immature_b_lymphocyte_dn
Curated_gene_sets:hoffmann_i...2         SET      38     -0.12298   -0.0055218       0.1392       0.8115 Curated_gene_sets:hoffmann_immature_to_mature_b_lymphocyte_up
Curated_gene_sets:hoffmann_i...1         SET      42      0.04567    0.0021556      0.13237      0.36504 Curated_gene_sets:hoffmann_immature_to_mature_b_lymphocyte_dn
Curated_gene_sets:hofmann_my...4         SET      20     0.044162    0.0014393      0.20996       0.4167 Curated_gene_sets:hofmann_myelodysplastic_syndrom_low_risk_up
Curated_gene_sets:hofmann_my...3         SET      26      -0.1971   -0.0073229      0.16107      0.88947 Curated_gene_sets:hofmann_myelodysplastic_syndrom_low_risk_dn
Curated_gene_sets:hofmann_my...2         SET       8     0.069039    0.0014235      0.36195      0.42436 Curated_gene_sets:hofmann_myelodysplastic_syndrom_high_risk_up
Curated_gene_sets:hofmann_my...1         SET      19      0.19745    0.0062722       0.2063      0.16927 Curated_gene_sets:hofmann_myelodysplastic_syndrom_high_risk_dn
Curated_gene_sets:hofmann_my...6         SET      20     -0.18004   -0.0058675      0.17051      0.85448 Curated_gene_sets:hofmann_myelodysplastic_syndrom_risk_up
Curated_gene_sets:hofmann_my...5         SET      21     0.082656    0.0027602      0.18343      0.32614 Curated_gene_sets:hofmann_myelodysplastic_syndrom_risk_dn
Curated_gene_sets:lee_early_...2         SET      99     -0.01452   -0.0010506     0.084734      0.56803 Curated_gene_sets:lee_early_t_lymphocyte_up
Curated_gene_sets:lee_early_...1         SET      54     0.080993    0.0043333      0.11874      0.24759 Curated_gene_sets:lee_early_t_lymphocyte_dn
Curated_gene_sets:lee_intrat...          SET      19     -0.49547    -0.015739      0.21788      0.98851 Curated_gene_sets:lee_intrathymic_t_progenitor
Curated_gene_sets:lee_double...          SET      24      0.11621    0.0041482      0.18434      0.26423 Curated_gene_sets:lee_double_polar_thymocyte
Curated_gene_sets:lee_sp4_th...          SET      15     -0.34261   -0.0096711      0.27131      0.89666 Curated_gene_sets:lee_sp4_thymocyte
Curated_gene_sets:lee_recent...          SET     214       0.1063     0.011273     0.061219     0.041262 Curated_gene_sets:lee_recent_thymic_emigrant
Curated_gene_sets:lee_naive_...          SET      17       0.1687    0.0050694      0.22309      0.22477 Curated_gene_sets:lee_naive_t_lymphocyte
Curated_gene_sets:lee_differ...          SET     181      -0.1068    -0.010426     0.062924      0.95517 Curated_gene_sets:lee_differentiating_t_lymphocyte
Curated_gene_sets:li_wilms_t...1         SET      25     0.033808    0.0012317       0.1741      0.42302 Curated_gene_sets:li_wilms_tumor
Curated_gene_sets:finak_brea...          SET      22      0.16523    0.0056473       0.2099       0.2156 Curated_gene_sets:finak_breast_cancer_sdpp_signature
Curated_gene_sets:shedden_lu...4         SET     440     0.017032    0.0025743     0.039801      0.33435 Curated_gene_sets:shedden_lung_cancer_poor_survival_a6
Curated_gene_sets:shedden_lu...2         SET     187     0.042631    0.0042295     0.066324      0.26019 Curated_gene_sets:shedden_lung_cancer_good_survival_a4
Curated_gene_sets:bruneau_se...1         SET       5      0.68441     0.011157      0.43205     0.056595 Curated_gene_sets:bruneau_septation_atrial
Curated_gene_sets:shedden_lu...3         SET      65   -0.0042686  -0.00025049     0.097614      0.51744 Curated_gene_sets:shedden_lung_cancer_good_survival_a5
Curated_gene_sets:bruneau_se...2         SET      10      0.16846    0.0038831      0.23364      0.23545 Curated_gene_sets:bruneau_septation_ventricular
Curated_gene_sets:bruneau_he...          SET       8      0.31835    0.0065638      0.30575       0.1489 Curated_gene_sets:bruneau_heart_great_vessels_and_valvulogenesis
Curated_gene_sets:mellman_tu...2         SET      19     -0.19596   -0.0062249      0.19507      0.84244 Curated_gene_sets:mellman_tut1_targets_up
