GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000144366	2	189156396	189460653	723	32	292485	-1.7197	0.95725	GULP1
ENSG00000174325	2	189598882	189654831	192	10	292485	-1.9046	0.97158	DIRC1
ENSG00000168542	2	189839046	189877472	77	10	292485	-1.7517	0.96009	COL3A1
ENSG00000204262	2	189896622	190044605	447	19	292485	0.42937	0.33383	COL5A2
ENSG00000115368	2	190306159	190340291	198	6	292485	-0.3028	0.61898	WDR75
ENSG00000138449	2	190425305	190448484	43	7	292485	1.4214	0.0776	SLC40A1
ENSG00000138381	2	190526111	190535557	24	5	292485	0.41999	0.33725	ASNSD1
ENSG00000151687	2	190539016	190625919	166	15	292485	0.042844	0.48291	ANKAR
ENSG00000128694	2	190611386	190627953	27	6	292485	0.29994	0.38211	OSGEPL1
ENSG00000128699	2	190635049	190649097	32	5	292485	-0.081329	0.53241	ORMDL1
ENSG00000231145	2	190642909	190643157	2	1	292485	-0.49791	0.69072	AC013468.1
ENSG00000064933	2	190649107	190742355	217	20	292485	0.17571	0.43026	PMS1
ENSG00000187699	2	190744335	191068210	793	71	292485	-0.51536	0.69685	C2orf88
ENSG00000138379	2	190920423	190927455	18	3	292485	-0.27609	0.60876	MSTN
ENSG00000198130	2	191054461	191208919	461	14	292485	0.82739	0.20401	HIBCH
ENSG00000151689	2	191208196	191236391	103	7	292485	0.62226	0.26689	INPP1
ENSG00000151690	2	191273081	191373931	292	23	292485	-0.61539	0.73085	MFSD6
ENSG00000189362	2	191369068	191399448	76	11	292485	0.35793	0.3602	TMEM194B
ENSG00000138386	2	191511472	191557492	108	14	292485	0.093722	0.46267	NAB1
ENSG00000115419	2	191745553	191830278	129	15	292485	0.96652	0.16689	GLS
ENSG00000115415	2	191829084	191885686	133	20	292485	-0.096503	0.53844	STAT1
ENSG00000138378	2	191894302	192016322	206	22	292485	0.29628	0.38351	STAT4
ENSG00000128641	2	192109911	192290115	367	16	292485	-0.10312	0.54107	MYO1B
ENSG00000173559	2	192542794	192561385	19	7	292485	0.32682	0.3719	NABP1
ENSG00000168497	2	192699028	192711981	22	7	292485	-0.90591	0.81751	SDPR
ENSG00000144339	2	192813769	193060435	459	60	292485	0.9853	0.16224	TMEFF2
ENSG00000196950	2	196440701	196602426	350	33	292485	1.5842	0.056574	SLC39A10
ENSG00000118997	2	196602427	196933536	744	33	292485	0.15093	0.44001	DNAH7
ENSG00000081320	2	196998290	197041227	150	10	292485	1.5097	0.065555	STK17B
ENSG00000138411	2	197059094	197458416	1134	71	292485	0.8267	0.2042	HECW2
ENSG00000144395	2	197504278	197628214	254	17	292485	3.0905	0.000999	CCDC150
ENSG00000119041	2	197627756	197664449	44	11	292485	0.5376	0.29543	GTF3C3
ENSG00000187944	2	197669726	197675000	8	3	292485	1.4539	0.072994	C2orf66
ENSG00000197121	2	197697728	197792520	174	10	292485	-0.10012	0.53988	PGAP1
ENSG00000065413	2	197831741	198175897	1003	73	292485	1.0707	0.14214	ANKRD44
ENSG00000115524	2	198254508	198299815	60	10	292485	3.1363	0.00085535	SF3B1
ENSG00000115520	2	198318147	198340032	23	5	292485	1.8427	0.032685	COQ10B
ENSG00000144381	2	198351305	198381461	40	6	292485	3.0935	0.00098913	HSPD1
ENSG00000115541	2	198364718	198368181	2	1	292485	3.1795	0.00073775	HSPE1
ENSG00000270757	2	198365137	198415450	68	9	292485	3.1573	0.00079613	HSPE1-MOB4
ENSG00000115540	2	198380295	198418423	57	8	292485	3.1376	0.00085159	MOB4
ENSG00000162944	2	198432948	198540769	206	14	292485	2.6669	0.0038277	RFTN2
ENSG00000222017	2	198557830	198639547	141	11	292485	2.5654	0.0051525	AC011997.1
ENSG00000247626	2	198570087	198573113	2	1	292485	1.7404	0.040894	MARS2
ENSG00000152430	2	198591603	198651486	89	12	292485	2.5431	0.0054942	BOLL
ENSG00000115896	2	198669426	199437305	1523	87	292485	2.1516	0.015716	PLCL1
ENSG00000119042	2	200134223	200335989	279	22	292485	2.2509	0.012194	SATB2
ENSG00000226124	2	200625267	200715896	148	26	292485	-0.22098	0.58745	FTCDNL1
ENSG00000178074	2	200775979	200820658	110	15	292485	-0.93454	0.82499	C2orf69
ENSG00000162971	2	200794698	200820459	55	11	292485	-1.1347	0.87175	TYW5
ENSG00000162972	2	200820040	200873263	107	16	292485	-1.2299	0.89064	C2orf47
ENSG00000196141	2	201170604	201346986	406	52	292485	1.2822	0.099884	SPATS2L
ENSG00000155729	2	201353675	201384507	78	17	292485	-0.12584	0.55007	KCTD18
ENSG00000163535	2	201374731	201448505	174	21	292485	0.34608	0.36464	SGOL2
ENSG00000138356	2	201450591	201541787	297	36	292485	0.32529	0.37248	AOX1
ENSG00000082153	2	201675317	201688569	22	5	292485	0.92479	0.17754	BZW1
ENSG00000013441	2	201717732	201729422	22	6	292485	0.46836	0.31976	CLK1
ENSG00000240344	2	201735630	201754026	37	10	292485	0.082499	0.46712	PPIL3
ENSG00000196290	2	201754050	201768655	18	4	292485	0.44692	0.32747	NIF3L1
ENSG00000115942	2	201773696	201828403	80	10	292485	0.52106	0.30116	ORC2
ENSG00000155744	2	201838441	201936394	187	15	292485	0.53854	0.2951	FAM126B
ENSG00000119013	2	201936156	201950473	37	6	292485	0.56582	0.28576	NDUFB3
ENSG00000003402	2	201980827	202041410	155	16	292485	-0.14086	0.55601	CFLAR
ENSG00000003400	2	202047604	202094129	78	8	292485	0.69807	0.24257	CASP10
ENSG00000064012	2	202098166	202152434	160	24	292485	-0.22591	0.58937	CASP8
ENSG00000155749	2	202152994	202222121	211	20	292485	-0.26077	0.60286	ALS2CR12
ENSG00000115993	2	202241930	202316302	161	12	292485	0.80083	0.21161	TRAK2
ENSG00000082146	2	202252581	202345569	182	14	292485	0.72738	0.2335	STRADB
ENSG00000155754	2	202352148	202483901	453	22	292485	0.4464	0.32765	ALS2CR11
ENSG00000155755	2	202484907	202508293	26	7	292485	0.31072	0.37801	TMEM237
ENSG00000082126	2	202509593	202563417	123	29	292485	0.54807	0.29182	MPP4
ENSG00000003393	2	202565277	202645912	281	22	292485	-0.49953	0.6913	ALS2
ENSG00000138395	2	202655184	202760273	251	35	292485	-0.68047	0.7519	CDK15
ENSG00000155760	2	202899310	202903160	8	4	292485	0.34181	0.36625	FZD7
ENSG00000182329	2	202937978	203062585	308	33	292485	-0.1963	0.57781	AC079354.1
ENSG00000116030	2	203070903	203103331	76	12	292485	0.060491	0.47588	SUMO1
ENSG00000055044	2	203130439	203168389	92	11	292485	0.20772	0.41773	NOP58
ENSG00000204217	2	203241659	203432474	378	26	292485	-0.41256	0.66004	BMPR2
ENSG00000138439	2	203499901	203634480	173	22	292485	0.55749	0.2886	FAM117B
ENSG00000163596	2	203640690	203736708	202	14	292485	2.479	0.0065879	ICA1L
ENSG00000138442	2	203739505	203879521	319	17	292485	2.5708	0.0050735	WDR12
ENSG00000138380	2	203776937	203851786	164	11	292485	2.5743	0.0050226	CARF
ENSG00000144426	2	203879602	204091101	328	26	292485	1.9924	0.023163	NBEAL1
ENSG00000119004	2	204103663	204163009	135	13	292485	1.6274	0.051822	CYP20A1
ENSG00000138443	2	204192942	204312446	210	26	292485	1.5502	0.06055	ABI2
ENSG00000173166	2	204259068	204400133	235	23	292485	1.7614	0.039083	RAPH1
ENSG00000178562	2	204571198	204603635	82	10	292485	0.64949	0.25801	CD28
ENSG00000163599	2	204732509	204738683	6	3	292485	-0.51216	0.69573	CTLA4
ENSG00000163600	2	204801471	204826300	66	14	292485	0.92862	0.17654	ICOS
ENSG00000116117	2	205410516	206484886	2760	160	292485	-1.0866	0.8614	PARD3B
ENSG00000118257	2	206546714	206662857	263	57	292485	0.96851	0.1664	NRP2
ENSG00000114933	2	206858445	206951027	230	22	292485	-1.5107	0.93457	INO80D
ENSG00000023228	2	206979541	207024327	132	11	292485	-0.1313	0.55223	NDUFS1
ENSG00000114942	2	207024309	207027652	3	1	292485	-0.21667	0.58577	EEF1B2
ENSG00000183671	2	207040040	207082771	115	17	292485	0.76543	0.22201	GPR1
ENSG00000204186	2	207139387	207179148	64	8	292485	-0.89817	0.81545	ZDBF2
ENSG00000114948	2	207308263	207485851	409	50	292485	-1.8765	0.96971	ADAM23
ENSG00000232125	2	207516345	207583120	285	33	292485	-0.95373	0.82989	DYTN
ENSG00000138400	2	207602487	207630271	134	8	292485	1.775	0.037946	MDH1B
ENSG00000118246	2	207630081	207657233	67	10	292485	1.4503	0.073483	FASTKD2
ENSG00000144410	2	207804278	207834198	82	11	292485	0.82621	0.20434	CPO
ENSG00000118263	2	207938861	208031991	287	45	292485	-0.59196	0.72306	KLF7
ENSG00000118260	2	208394461	208468155	125	13	292485	2.6136	0.0044796	CREB1
ENSG00000144401	2	208445355	208490652	89	7	292485	2.5853	0.0048649	METTL21A
ENSG00000163249	2	208576264	208626563	133	7	292485	0.57803	0.28162	CCNYL1
ENSG00000163251	2	208627310	208634287	13	5	292485	1.2414	0.10723	FZD5
ENSG00000178385	2	208693027	208890284	345	40	292485	0.92979	0.17624	PLEKHM3
ENSG00000118231	2	208986331	208989225	10	3	292485	-1.4024	0.91959	CRYGD
ENSG00000163254	2	208992861	208994554	4	2	292485	-1.2228	0.88929	CRYGC
ENSG00000182187	2	209007297	209010892	19	4	292485	-0.35852	0.64002	CRYGB
ENSG00000168582	2	209025464	209028300	17	4	292485	-0.69079	0.75515	CRYGA
ENSG00000188674	2	209030067	209054797	106	16	292485	-0.41947	0.66256	C2orf80
ENSG00000138413	2	209100951	209130798	67	11	292485	0.81921	0.20633	IDH1
ENSG00000115020	2	209130991	209223475	313	14	292485	0.33255	0.36974	PIKFYVE
ENSG00000144407	2	209224438	209719227	1624	67	292485	-0.3239	0.62699	PTH2R
ENSG00000078018	2	210288782	210598842	855	38	292485	0.19006	0.42463	MAP2
ENSG00000144406	2	210636717	210864024	479	36	292485	0.42923	0.33388	UNC80
ENSG00000197713	2	210867289	210886300	22	6	292485	0.26838	0.3942	RPE
ENSG00000144445	2	210886147	211036107	128	21	292485	0.26367	0.39602	KANSL1L
ENSG00000115361	2	211052663	211090215	39	6	292485	-0.50183	0.69211	ACADL
ENSG00000168530	2	211154874	211179914	57	6	292485	-0.38751	0.65081	MYL1
ENSG00000115365	2	211295973	211342376	114	9	292485	0.55291	0.29016	LANCL1
ENSG00000021826	2	211342406	211543831	516	35	292485	-0.27843	0.60966	CPS1
ENSG00000178568	2	212240446	213403565	4416	250	292485	3.6359	0.00013853	ERBB4
ENSG00000030419	2	213864429	214017151	404	30	292485	-0.56139	0.71273	IKZF2
ENSG00000144451	2	214149113	215275225	3508	96	292485	0.85166	0.1972	SPAG16
ENSG00000174453	2	215275789	215443683	515	32	292485	-0.044954	0.51793	VWC2L
ENSG00000138376	2	215590370	215674428	483	43	292485	-0.59134	0.72285	BARD1
ENSG00000144452	2	215796266	216003151	455	53	292485	1.7219	0.042541	ABCA12
ENSG00000138363	2	216176540	216214487	131	13	292485	-1.0833	0.86066	ATIC
ENSG00000115414	2	216225163	216300895	256	23	292485	0.0086073	0.49657	FN1
ENSG00000118242	2	216809213	216898819	313	58	292485	-0.77175	0.77987	MREG
ENSG00000115425	2	216861052	216947678	275	33	292485	1.0319	0.15106	PECR
ENSG00000163449	2	216946589	216967506	46	7	292485	-1.3788	0.91602	TMEM169
ENSG00000079246	2	216972187	217071026	261	26	292485	0.51896	0.3019	XRCC5
ENSG00000144583	2	217122588	217236750	285	33	292485	-0.14626	0.55814	MARCH4
ENSG00000138375	2	217277137	217347776	261	23	292485	1.2443	0.1067	SMARCAL1
ENSG00000197756	2	217362912	217443903	253	34	292485	0.41371	0.33954	RPL37A
ENSG00000115457	2	217497551	217529159	40	8	292485	0.25919	0.39774	IGFBP2
ENSG00000115461	2	217536828	217560248	49	5	292485	0.37297	0.35458	IGFBP5
ENSG00000118245	2	217724181	217724787	1	1	292485	0.18524	0.42652	TNP1
ENSG00000223874	2	217735495	217736362	2	1	292485	0.56483	0.28609	AC007557.1
ENSG00000231672	2	218148742	218621316	1437	82	292485	-1.0602	0.85548	DIRC3
ENSG00000079308	2	218664512	218867718	496	82	292485	0.2023	0.41984	TNS1
ENSG00000188282	2	218899683	218955304	135	12	292485	-0.19426	0.57701	RUFY4
ENSG00000180871	2	218990012	219001976	21	4	292485	-1.2269	0.89008	CXCR2
ENSG00000163464	2	219027568	219031718	5	2	292485	-0.36658	0.64303	CXCR1
ENSG00000163466	2	219081817	219119079	75	8	292485	-0.67449	0.75	ARPC2
ENSG00000179921	2	219124219	219128582	8	2	292485	-0.081082	0.53231	GPBAR1
ENSG00000127837	2	219128850	219134980	8	2	292485	-0.43452	0.66804	AAMP
ENSG00000127838	2	219135115	219211516	195	11	292485	-1.3766	0.91569	PNKD
ENSG00000135926	2	219138915	219157309	54	3	292485	-0.74885	0.77303	TMBIM1
ENSG00000158428	2	219221579	219232822	34	8	292485	-0.37953	0.64785	C2orf62
ENSG00000018280	2	219246752	219261617	18	6	292485	0.71948	0.23592	SLC11A1
ENSG00000144579	2	219262979	219270664	10	3	292485	-1.8967	0.97107	CTDSP1
ENSG00000127831	2	219283815	219318018	36	5	292485	0.77405	0.21945	VIL1
ENSG00000135913	2	219314974	219433084	225	10	292485	0.7159	0.23703	USP37
ENSG00000144580	2	219433303	219461803	54	4	292485	0.62737	0.26521	RQCD1
ENSG00000115556	2	219472488	219501907	48	5	292485	0.41853	0.33778	PLCD4
ENSG00000115568	2	219502639	219524378	45	5	292485	0.42954	0.33377	ZNF142
ENSG00000074582	2	219523487	219528166	8	2	292485	0.066114	0.47364	BCS1L
ENSG00000163481	2	219528587	219537134	22	3	292485	0.41017	0.34084	RNF25
ENSG00000163482	2	219536749	219567439	37	6	292485	0.9546	0.16989	STK36
ENSG00000135912	2	219575568	219620139	94	5	292485	0.96425	0.16746	TTLL4
ENSG00000135929	2	219646472	219680016	71	4	292485	0.88988	0.18677	CYP27A1
ENSG00000115592	2	219687106	219696809	10	5	292485	-0.77387	0.7805	PRKAG3
ENSG00000115596	2	219724544	219738955	15	3	292485	-0.09846	0.53922	WNT6
ENSG00000135925	2	219745085	219764303	15	3	292485	0.68226	0.24754	WNT10A
ENSG00000171450	2	219824377	219826876	5	1	292485	3.2914	0.00049837	CDK5R2
ENSG00000163497	2	219845809	219850379	3	1	292485	-0.062228	0.52481	FEV
ENSG00000181378	2	219867568	219906249	62	9	292485	-0.33704	0.63195	CCDC108
ENSG00000163501	2	219919142	219925189	16	3	292485	0.71325	0.23784	IHH
ENSG00000187736	2	219940039	220025587	166	11	292485	0.046406	0.48149	NHEJ1
ENSG00000213901	2	219940051	220035549	180	12	292485	0.0035474	0.49858	SLC23A3
ENSG00000115649	2	220036619	220042828	20	3	292485	2.2919	0.010954	CNPPD1
ENSG00000144567	2	220040947	220050201	30	5	292485	2.0603	0.019687	FAM134A
ENSG00000158552	2	220059959	220074373	15	6	292485	1.3003	0.096747	ZFAND2B
ENSG00000115657	2	220074490	220083712	9	4	292485	-0.13507	0.55372	ABCB6
ENSG00000198925	2	220074494	220094439	34	6	292485	-0.014868	0.50593	ATG9A
ENSG00000163516	2	220094479	220101391	19	5	292485	-0.5372	0.70444	ANKZF1
ENSG00000163521	2	220101328	220110200	23	9	292485	0.2358	0.40679	GLB1L
ENSG00000115661	2	220110177	220115059	6	2	292485	0.33678	0.36814	STK16
ENSG00000127824	2	220114433	220142892	68	8	292485	0.43906	0.33031	TUBA4A
ENSG00000135924	2	220143989	220151622	18	4	292485	-0.40743	0.65815	DNAJB2
ENSG00000054356	2	220154345	220174370	50	9	292485	-0.69055	0.75507	PTPRN
ENSG00000182698	2	220192131	220197899	27	3	292485	-0.89311	0.8141	RESP18
ENSG00000123992	2	220238268	220264744	63	8	292485	0.90861	0.18178	DNPEP
ENSG00000175084	2	220283099	220291461	8	4	292485	0.85728	0.19564	DES
ENSG00000072195	2	220299568	220363009	113	17	292485	-1.6083	0.94612	SPEG
ENSG00000144591	2	220363589	220371710	10	4	292485	0.13133	0.44776	GMPPA
ENSG00000072182	2	220378892	220403494	49	10	292485	0.59633	0.27548	ASIC4
ENSG00000123989	2	220403669	220408509	12	3	292485	-2.0854	0.98148	CHPF
ENSG00000188760	2	220408385	220415317	12	3	292485	-2.1476	0.98413	TMEM198
ENSG00000124006	2	220415451	220436581	69	13	292485	-1.6532	0.95086	OBSL1
ENSG00000123999	2	220433884	220440435	19	6	292485	-0.85166	0.8028	INHA
ENSG00000144589	2	220462582	220481173	15	4	292485	-0.8977	0.81533	STK11IP
ENSG00000114923	2	220492049	220506702	19	5	292485	-1.2012	0.88516	SLC4A3
ENSG00000116106	2	222282747	222438922	403	43	292485	1.6893	0.045585	EPHA4
ENSG00000135903	2	223064607	223163715	280	35	292485	-1.173	0.8796	PAX3
ENSG00000163081	2	223162866	223169936	8	4	292485	0.44483	0.32822	CCDC140
ENSG00000163082	2	223289236	223425667	358	49	292485	0.031352	0.48749	SGPP2
ENSG00000116120	2	223435255	223521056	217	23	292485	0.57632	0.2822	FARSB
ENSG00000124003	2	223536505	223574649	123	20	292485	-0.047318	0.51887	MOGAT1
ENSG00000123983	2	223725652	223809357	267	18	292485	1.1949	0.11606	ACSL3
ENSG00000152049	2	223916532	224063117	694	38	292485	-0.39592	0.65392	KCNE4
ENSG00000171951	2	224461658	224467221	7	3	292485	-0.50901	0.69463	SCG2
ENSG00000152056	2	224616403	224702744	387	26	292485	-1.4182	0.92193	AP1S3
ENSG00000085449	2	224720433	224810104	259	13	292485	-0.54882	0.70843	WDFY1
ENSG00000135900	2	224822121	224832431	15	3	292485	0.24298	0.40401	MRPL44
ENSG00000135919	2	224839829	224904036	286	31	292485	0.33189	0.36999	SERPINE2
ENSG00000124019	2	225243415	225266802	61	12	292485	-0.19598	0.57769	FAM124B
ENSG00000036257	2	225334867	225450110	324	18	292485	-0.4598	0.67717	CUL3
ENSG00000135905	2	225629807	225907162	819	56	292485	1.1536	0.12433	DOCK10
ENSG00000144460	2	226265364	226518734	503	37	292485	1.0558	0.14553	NYAP2
ENSG00000169047	2	227596033	227664475	168	11	292485	1.5732	0.057841	IRS1
ENSG00000144468	2	227700297	227863931	332	17	292485	0.044777	0.48214	RHBDD1
ENSG00000081052	2	227867427	228028829	488	40	292485	0.025745	0.48973	COL4A4
ENSG00000169031	2	228029281	228179508	828	69	292485	-0.64111	0.73928	COL4A3
ENSG00000168958	2	228189867	228222550	119	12	292485	0.4714	0.31868	MFF
ENSG00000168955	2	228226872	228246711	86	17	292485	1.2431	0.10692	TM4SF20
ENSG00000173744	2	228336868	228425930	332	27	292485	-0.92664	0.82294	AGFG1
ENSG00000042304	2	228474806	228498036	190	18	292485	1.0573	0.1452	C2orf83
ENSG00000135917	2	228549926	228582728	147	17	292485	0.14833	0.44104	SLC19A3
ENSG00000115009	2	228678558	228682272	3	2	292485	-1.2012	0.88517	CCL20
ENSG00000123977	2	228735770	228789060	239	17	292485	-0.59271	0.72331	DAW1
ENSG00000153820	2	228844666	229046361	767	37	292485	-0.070466	0.52809	SPHKAP
ENSG00000153823	2	229715242	230136001	1428	131	292485	0.2902	0.38583	PID1
ENSG00000187957	2	230222345	230579274	1207	103	292485	-1.229	0.89047	DNER
ENSG00000153827	2	230628554	230787955	219	22	292485	0.18025	0.42848	TRIP12
ENSG00000153832	2	230787018	230877825	142	20	292485	-0.26195	0.60332	FBXO36
ENSG00000163053	2	230899698	230933715	120	15	292485	2.4868	0.0064443	SLC16A14
ENSG00000135899	2	231032009	231090444	251	20	292485	0.8125	0.20825	SP110
ENSG00000079263	2	231067826	231223762	512	31	292485	0.17583	0.43021	SP140
ENSG00000185404	2	231191899	231268447	353	29	292485	-0.62229	0.73312	SP140L
ENSG00000067066	2	231280657	231408805	433	43	292485	0.76019	0.22357	SP100
ENSG00000135932	2	231577560	231685790	197	18	292485	-0.31154	0.62231	CAB39
ENSG00000135916	2	231729354	231743963	55	10	292485	-0.81138	0.79143	ITM2C
ENSG00000135898	2	231772033	231825781	167	29	292485	0.80285	0.21103	GPR55
ENSG00000173699	2	231860836	231889770	119	11	292485	-0.6364	0.73774	SPATA3
ENSG00000204128	2	231902205	231914434	35	7	292485	-0.1002	0.53991	C2orf72
ENSG00000173692	2	231921578	232037541	198	19	292485	-0.37481	0.6461	PSMD1
ENSG00000135914	2	231972944	231989832	18	6	292485	-0.50621	0.69364	HTR2B
ENSG00000135931	2	232063260	232239548	466	42	292485	-0.049408	0.5197	ARMC9
ENSG00000156966	2	232260254	232265875	8	3	292485	-0.56484	0.71391	B3GNT7
ENSG00000233538	2	232316906	232317864	3	2	292485	0.37466	0.35396	AC017104.2
ENSG00000115053	2	232318242	232348352	86	12	292485	-0.20169	0.57992	NCL
ENSG00000171596	2	232387871	232395206	33	3	292485	0.9981	0.15912	NMUR1
ENSG00000177673	2	232457575	232458994	2	1	292485	-0.39451	0.6534	C2orf57
ENSG00000187514	2	232571605	232578251	26	6	292485	0.90032	0.18397	PTMA
ENSG00000156973	2	232597135	232650982	148	11	292485	0.5069	0.30611	PDE6D
ENSG00000144524	2	232646381	232673963	57	8	292485	1.024	0.15292	COPS7B
ENSG00000163273	2	232786530	232791113	8	3	292485	1.6969	0.044857	NPPC
ENSG00000144535	2	232825955	233209060	1059	34	292485	0.3256	0.37236	DIS3L2
ENSG00000163283	2	233243244	233247599	16	5	292485	0.84339	0.19951	ALPP
ENSG00000163286	2	233271553	233275424	11	4	292485	-0.043866	0.51749	ALPPL2
ENSG00000163295	2	233320833	233324742	11	3	292485	0.6185	0.26812	ALPI
ENSG00000171551	2	233344537	233352538	20	9	292485	0.82021	0.20605	ECEL1
ENSG00000237412	2	233385173	233390422	15	5	292485	2.1647	0.015207	PRSS56
ENSG00000135902	2	233390703	233401377	29	6	292485	1.9735	0.02422	CHRND
ENSG00000196811	2	233404437	233411113	27	7	292485	1.1886	0.1173	CHRNG
ENSG00000221944	2	233412779	233415226	10	3	292485	0.96767	0.1666	TIGD1
ENSG00000135930	2	233414762	233448354	90	4	292485	1.6708	0.047385	EIF4E2
ENSG00000115468	2	233470767	233547491	220	25	292485	1.374	0.084714	EFHD1
ENSG00000204120	2	233562009	233725285	436	25	292485	-0.47856	0.68387	GIGYF2
ENSG00000115474	2	233631174	233641278	28	5	292485	-0.35807	0.63985	KCNJ13
ENSG00000182600	2	233721980	233743418	64	11	292485	-0.085702	0.53415	C2orf82
ENSG00000066248	2	233743396	233877982	535	47	292485	1.7303	0.041787	NGEF
ENSG00000222001	2	233877324	233880595	7	3	292485	-1.0796	0.85984	AC106876.2
ENSG00000115488	2	233897382	233899767	7	2	292485	-0.64476	0.74046	NEU2
ENSG00000168918	2	233924677	234116549	588	48	292485	0.19189	0.42391	INPP5D
ENSG00000085978	2	234118697	234204320	231	19	292485	-0.56748	0.7148	ATG16L1
ENSG00000130561	2	234216462	234255701	144	19	292485	0.94948	0.17119	SAG
ENSG00000077044	2	234263153	234380750	249	23	292485	0.19837	0.42138	DGKD
ENSG00000085982	2	234384166	234475428	184	8	292485	-0.51586	0.69702	USP40
ENSG00000241635	2	234526291	234681956	515	32	292485	-1.4084	0.92049	UGT1A8
ENSG00000242515	2	234545100	234681951	467	35	292485	-1.5327	0.93733	UGT1A10
ENSG00000241119	2	234580499	234681946	382	26	292485	-1.5035	0.93365	UGT1A9
ENSG00000244122	2	234590584	234681945	330	23	292485	-1.5937	0.9445	UGT1A7
ENSG00000167165	2	234600253	234681946	283	22	292485	-1.5993	0.94513	UGT1A6
ENSG00000240224	2	234621638	234681945	237	19	292485	-1.5536	0.93986	UGT1A5
ENSG00000244474	2	234627424	234681945	195	17	292485	-1.3545	0.91221	UGT1A4
ENSG00000243135	2	234637754	234681945	157	16	292485	-1.3236	0.90718	UGT1A3
